transaction_id,account_id,transaction_type,amount,transaction_date
13753,6125,Deposit,85000,2026-07-30
13754,5529,Deposit,51500,2026-07-30
13755,5453,Transfer,27000,2026-07-30
13756,6209,Deposit,42500,2026-07-30
13757,5119,Transfer,1500,2026-07-30
13758,5693,Withdrawal,64500,2026-07-30
13759,5893,Withdrawal,28500,2026-07-30
13760,5358,Withdrawal,46000,2026-07-30
13761,5966,Deposit,6500,2026-07-30
13762,5640,Withdrawal,12500,2026-07-30
13763,5145,Deposit,40000,2026-07-30
13764,5573,Transfer,96000,2026-07-30
13765,6291,Withdrawal,53000,2026-07-30
13766,6497,Transfer,91500,2026-07-30
13767,5218,Deposit,29500,2026-07-30
13768,5793,Deposit,96500,2026-07-30
13769,6020,Withdrawal,29500,2026-07-30
13770,5894,Transfer,97000,2026-07-30
13771,5765,Withdrawal,94500,2026-07-30
13772,6243,Deposit,59500,2026-07-30
13773,6442,Deposit,47500,2026-07-30
13774,5590,Deposit,70000,2026-07-30
13775,5048,Transfer,45500,2026-07-30
13776,5436,Withdrawal,18500,2026-07-30
13777,5947,Withdrawal,48500,2026-07-30
13778,5768,Deposit,100000,2026-07-30
13779,5381,Transfer,73500,2026-07-30
13780,5004,Withdrawal,94500,2026-07-30
13781,5407,Withdrawal,40000,2026-07-30
13782,5768,Transfer,5500,2026-07-30
13783,5855,Transfer,15000,2026-07-30
13784,5196,Withdrawal,90000,2026-07-30
13785,5217,Transfer,87500,2026-07-30
13786,6059,Transfer,75000,2026-07-30
13787,6483,Deposit,48500,2026-07-30
13788,5775,Transfer,63500,2026-07-30
13789,5699,Deposit,16000,2026-07-30
13790,5638,Withdrawal,6000,2026-07-30
13791,6375,Withdrawal,64000,2026-07-30
13792,5935,Withdrawal,18000,2026-07-30
13793,6385,Withdrawal,25500,2026-07-30
13794,6253,Deposit,10500,2026-07-30
13795,5560,Transfer,13500,2026-07-30
13796,5586,Transfer,98500,2026-07-30
13797,5822,Deposit,95000,2026-07-30
13798,5908,Transfer,32000,2026-07-30
13799,5496,Transfer,29000,2026-07-30
13800,6288,Transfer,14000,2026-07-30
13801,5818,Deposit,42000,2026-07-30
13802,6397,Withdrawal,12500,2026-07-30
13803,5914,Deposit,92500,2026-07-30
13804,5957,Deposit,45000,2026-07-30
13805,6323,Withdrawal,50000,2026-07-30
13806,5275,Withdrawal,88000,2026-07-30
13807,6259,Transfer,89000,2026-07-30
13808,5857,Deposit,94000,2026-07-30
13809,5730,Withdrawal,39500,2026-07-30
13810,5369,Transfer,23500,2026-07-30
13811,5065,Withdrawal,75000,2026-07-30
13812,5386,Transfer,15000,2026-07-30
13813,6011,Deposit,18000,2026-07-30
13814,6491,Withdrawal,84000,2026-07-30
13815,5102,Transfer,4500,2026-07-30
13816,5569,Withdrawal,15500,2026-07-30
13817,5265,Deposit,16500,2026-07-30
13818,5976,Withdrawal,94000,2026-07-30
13819,5587,Transfer,52500,2026-07-30
13820,5840,Transfer,8000,2026-07-30
13821,5143,Deposit,79500,2026-07-30
13822,6259,Transfer,15000,2026-07-30
13823,5730,Withdrawal,45500,2026-07-30
13824,6148,Deposit,33500,2026-07-30
13825,5653,Withdrawal,63500,2026-07-30
13826,5481,Withdrawal,88000,2026-07-30
13827,6460,Deposit,74000,2026-07-30
13828,6016,Withdrawal,100000,2026-07-30
13829,6392,Withdrawal,39000,2026-07-30
13830,5850,Withdrawal,80500,2026-07-30
13831,6024,Withdrawal,95500,2026-07-30
13832,6182,Transfer,79500,2026-07-30
13833,5834,Transfer,96500,2026-07-30
13834,5740,Deposit,74500,2026-07-30
13835,5926,Withdrawal,21000,2026-07-30
13836,5045,Transfer,81000,2026-07-30
13837,5959,Deposit,88500,2026-07-30
13838,6375,Deposit,73000,2026-07-30
13839,5987,Transfer,61000,2026-07-30
13840,6065,Withdrawal,53000,2026-07-30
13841,6199,Transfer,31000,2026-07-30
13842,6251,Transfer,55500,2026-07-30
13843,5301,Deposit,16500,2026-07-30
13844,5941,Deposit,96500,2026-07-30
13845,6419,Transfer,34000,2026-07-30
13846,5299,Deposit,96000,2026-07-30
13847,5326,Withdrawal,98500,2026-07-30
13848,5617,Deposit,50500,2026-07-30
13849,5116,Withdrawal,33000,2026-07-30
13850,6413,Withdrawal,33000,2026-07-30
13851,6394,Deposit,86000,2026-07-30
13852,5236,Withdrawal,15000,2026-07-30
13853,5033,Deposit,77000,2026-07-30
13854,5099,Withdrawal,46500,2026-07-30
13855,5800,Deposit,65000,2026-07-30
13856,6128,Transfer,17500,2026-07-30
13857,6399,Deposit,32000,2026-07-30
13858,5031,Transfer,43000,2026-07-30
13859,5011,Deposit,19000,2026-07-30
13860,5015,Transfer,7000,2026-07-30
13861,5365,Deposit,22000,2026-07-30
13862,5549,Withdrawal,92000,2026-07-30
13863,6418,Transfer,48000,2026-07-30
13864,5627,Deposit,24500,2026-07-30
13865,5569,Transfer,78500,2026-07-30
13866,5535,Withdrawal,20000,2026-07-30
13867,5677,Deposit,78500,2026-07-30
13868,6121,Transfer,4000,2026-07-30
13869,6249,Withdrawal,96000,2026-07-30
13870,5008,Withdrawal,50000,2026-07-30
13871,6363,Withdrawal,48500,2026-07-30
13872,5902,Transfer,78000,2026-07-30
13873,5540,Transfer,29000,2026-07-30
13874,6193,Withdrawal,53500,2026-07-30
13875,6201,Transfer,29000,2026-07-30
13876,5107,Transfer,35500,2026-07-30
13877,5902,Deposit,62500,2026-07-30
13878,6205,Transfer,63500,2026-07-30
13879,6182,Transfer,84000,2026-07-30
13880,5359,Transfer,50000,2026-07-30
13881,5730,Deposit,53000,2026-07-30
13882,5192,Transfer,40000,2026-07-30
13883,5169,Withdrawal,46500,2026-07-30
13884,5128,Withdrawal,55000,2026-07-30
13885,5639,Withdrawal,49500,2026-07-30
13886,6159,Withdrawal,93000,2026-07-30
13887,5597,Withdrawal,15000,2026-07-30
13888,6454,Deposit,47500,2026-07-30
13889,5845,Withdrawal,38000,2026-07-30
13890,5424,Withdrawal,7000,2026-07-30
13891,5994,Deposit,68000,2026-07-30
13892,5783,Withdrawal,5500,2026-07-30
13893,5148,Deposit,43000,2026-07-30
13894,5008,Deposit,19500,2026-07-30
13895,5659,Withdrawal,86500,2026-07-30
13896,5792,Withdrawal,99000,2026-07-30
13897,5772,Withdrawal,95500,2026-07-30
13898,5452,Withdrawal,95000,2026-07-30
13899,5571,Transfer,6500,2026-07-30
13900,5721,Withdrawal,98500,2026-07-30
13901,5538,Transfer,26500,2026-07-30
13902,6129,Deposit,9500,2026-07-30
13903,5375,Withdrawal,23500,2026-07-30
13904,6489,Deposit,56500,2026-07-30
13905,5241,Transfer,14500,2026-07-30
13906,6386,Transfer,86500,2026-07-30
13907,5696,Withdrawal,1000,2026-07-30
13908,6298,Transfer,19000,2026-07-30
13909,6424,Withdrawal,92000,2026-07-30
13910,5376,Withdrawal,15000,2026-07-30
13911,6002,Transfer,6000,2026-07-30
13912,5642,Transfer,45000,2026-07-30
13913,6424,Withdrawal,81000,2026-07-30
13914,5022,Withdrawal,14000,2026-07-30
13915,6059,Withdrawal,25000,2026-07-30
13916,5819,Deposit,90500,2026-07-30
13917,5005,Deposit,13500,2026-07-30
13918,5936,Transfer,73000,2026-07-30
13919,5261,Deposit,31500,2026-07-30
13920,5023,Transfer,11000,2026-07-30
13921,5462,Transfer,31500,2026-07-30
13922,5913,Withdrawal,88500,2026-07-30
13923,5494,Transfer,61500,2026-07-30
13924,6043,Deposit,56500,2026-07-30
13925,6322,Deposit,71500,2026-07-30
13926,5513,Deposit,13000,2026-07-30
13927,5402,Withdrawal,32500,2026-07-30
13928,5187,Withdrawal,40000,2026-07-30
13929,5873,Transfer,20000,2026-07-30
13930,5385,Transfer,41000,2026-07-30
13931,6448,Deposit,58500,2026-07-30
13932,5803,Withdrawal,92500,2026-07-30
13933,5229,Withdrawal,14000,2026-07-30
13934,5968,Withdrawal,66000,2026-07-30
13935,6380,Transfer,15000,2026-07-30
13936,5374,Withdrawal,21500,2026-07-30
13937,6453,Deposit,25000,2026-07-30
13938,5780,Transfer,77000,2026-07-30
13939,5094,Deposit,52000,2026-07-30
13940,5654,Transfer,5000,2026-07-30
13941,5691,Deposit,79000,2026-07-30
13942,6378,Deposit,83500,2026-07-30
13943,5736,Withdrawal,70000,2026-07-30
13944,5295,Withdrawal,56500,2026-07-30
13945,6190,Withdrawal,52000,2026-07-30
13946,5960,Transfer,31000,2026-07-30
13947,5522,Deposit,61500,2026-07-30
13948,6160,Withdrawal,23500,2026-07-30
13949,6323,Transfer,29500,2026-07-30
13950,5550,Transfer,69500,2026-07-30
13951,6324,Deposit,25500,2026-07-30
13952,6043,Withdrawal,22000,2026-07-30
13953,5419,Transfer,90000,2026-07-30
13954,5948,Withdrawal,82000,2026-07-30
13955,6058,Withdrawal,41000,2026-07-30
13956,5713,Transfer,52500,2026-07-30
13957,5895,Withdrawal,35000,2026-07-30
13958,6173,Transfer,24500,2026-07-30
13959,5447,Deposit,1500,2026-07-30
13960,5363,Transfer,4000,2026-07-30
13961,5863,Withdrawal,51500,2026-07-30
13962,5669,Withdrawal,86500,2026-07-30
13963,5195,Withdrawal,1000,2026-07-30
13964,6019,Deposit,87000,2026-07-30
13965,5116,Deposit,56000,2026-07-30
13966,5088,Withdrawal,96000,2026-07-30
13967,6092,Withdrawal,45500,2026-07-30
13968,6338,Withdrawal,23500,2026-07-30
13969,5387,Transfer,40000,2026-07-30
13970,5866,Deposit,2000,2026-07-30
13971,6165,Deposit,90500,2026-07-30
13972,5079,Deposit,43000,2026-07-30
13973,5592,Withdrawal,61500,2026-07-30
13974,5358,Withdrawal,77500,2026-07-30
13975,5459,Transfer,10500,2026-07-30
13976,5035,Withdrawal,57500,2026-07-30
13977,6186,Transfer,53500,2026-07-30
13978,6192,Transfer,78000,2026-07-30
13979,5323,Transfer,67000,2026-07-30
13980,5948,Transfer,42000,2026-07-30
13981,5956,Withdrawal,69000,2026-07-30
13982,6278,Transfer,1500,2026-07-30
13983,5741,Transfer,2500,2026-07-30
13984,6082,Transfer,93000,2026-07-30
13985,5746,Transfer,62000,2026-07-30
13986,5777,Withdrawal,89000,2026-07-30
13987,6068,Deposit,64000,2026-07-30
13988,5835,Deposit,68500,2026-07-30
13989,5324,Withdrawal,67500,2026-07-30
13990,5349,Withdrawal,74500,2026-07-30
13991,5393,Transfer,74500,2026-07-30
13992,5435,Deposit,98000,2026-07-30
13993,6076,Withdrawal,60000,2026-07-30
13994,5849,Deposit,25000,2026-07-30
13995,6352,Withdrawal,18500,2026-07-30
13996,5417,Withdrawal,7500,2026-07-30
13997,5992,Deposit,97500,2026-07-30
13998,5846,Withdrawal,98000,2026-07-30
13999,6212,Transfer,41000,2026-07-30
14000,5416,Deposit,30500,2026-07-30
14001,6142,Transfer,14500,2026-07-30
14002,5864,Deposit,57500,2026-07-30
14003,5705,Deposit,7500,2026-07-30
14004,6130,Transfer,84500,2026-07-30
14005,5097,Transfer,51000,2026-07-30
14006,6317,Withdrawal,63500,2026-07-30
14007,6138,Withdrawal,79500,2026-07-30
14008,5999,Transfer,49500,2026-07-30
14009,6358,Deposit,43500,2026-07-30
14010,5455,Withdrawal,73000,2026-07-30
14011,5668,Deposit,19500,2026-07-30
14012,6059,Transfer,100000,2026-07-30
14013,5314,Withdrawal,33500,2026-07-30
14014,6431,Withdrawal,22000,2026-07-30
14015,5127,Withdrawal,31500,2026-07-30
14016,5140,Deposit,83500,2026-07-30
14017,5164,Deposit,30000,2026-07-30
14018,5607,Transfer,66000,2026-07-30
14019,6325,Deposit,13000,2026-07-30
14020,6278,Deposit,89000,2026-07-30
14021,5778,Transfer,32500,2026-07-30
14022,6318,Deposit,91000,2026-07-30
14023,5731,Transfer,51500,2026-07-30
14024,5676,Transfer,82500,2026-07-30
14025,5924,Transfer,39000,2026-07-30
14026,6342,Transfer,12500,2026-07-30
14027,5086,Deposit,18500,2026-07-30
14028,6489,Withdrawal,92500,2026-07-30
14029,5038,Deposit,1000,2026-07-30
14030,5471,Transfer,48000,2026-07-30
14031,5852,Transfer,93000,2026-07-30
14032,6177,Withdrawal,83000,2026-07-30
14033,5273,Withdrawal,3500,2026-07-30
14034,5750,Deposit,31000,2026-07-30
14035,5330,Deposit,34000,2026-07-30
14036,5876,Deposit,27500,2026-07-30
14037,6484,Deposit,1500,2026-07-30
14038,6029,Withdrawal,38000,2026-07-30
14039,5868,Withdrawal,59500,2026-07-30
14040,5204,Deposit,82500,2026-07-30
14041,5737,Withdrawal,45500,2026-07-30
14042,5425,Deposit,21500,2026-07-30
14043,5297,Withdrawal,22000,2026-07-30
14044,6176,Transfer,71000,2026-07-30
14045,5753,Transfer,51500,2026-07-30
14046,6469,Transfer,88500,2026-07-30
14047,6225,Deposit,89500,2026-07-30
14048,6074,Transfer,74000,2026-07-30
14049,5612,Transfer,83000,2026-07-30
14050,6167,Deposit,86500,2026-07-30
14051,6061,Deposit,26000,2026-07-30
14052,6225,Deposit,66500,2026-07-30
14053,5663,Deposit,21000,2026-07-30
14054,5282,Transfer,82000,2026-07-30
14055,6287,Transfer,78500,2026-07-30
14056,6087,Withdrawal,38000,2026-07-30
14057,5444,Withdrawal,40500,2026-07-30
14058,5935,Withdrawal,54000,2026-07-30
14059,5051,Deposit,31500,2026-07-30
14060,5453,Withdrawal,24000,2026-07-30
14061,5075,Withdrawal,91000,2026-07-30
14062,5812,Withdrawal,52500,2026-07-30
14063,5384,Withdrawal,38000,2026-07-30
14064,5823,Deposit,25500,2026-07-30
14065,6478,Deposit,87000,2026-07-30
14066,6278,Deposit,79000,2026-07-30
14067,5462,Withdrawal,70000,2026-07-30
14068,5998,Transfer,51500,2026-07-30
14069,6003,Deposit,68000,2026-07-30
14070,5031,Deposit,10000,2026-07-30
14071,6095,Deposit,38500,2026-07-30
14072,5243,Deposit,98000,2026-07-30
14073,5981,Withdrawal,38000,2026-07-30
14074,5063,Withdrawal,23000,2026-07-30
14075,5065,Transfer,48500,2026-07-30
14076,6045,Withdrawal,36500,2026-07-30
14077,5171,Deposit,90500,2026-07-30
14078,5211,Deposit,52000,2026-07-30
14079,5455,Deposit,62000,2026-07-30
14080,5131,Withdrawal,65500,2026-07-30
14081,5858,Withdrawal,12000,2026-07-30
14082,6298,Deposit,45000,2026-07-30
14083,6217,Transfer,14000,2026-07-30
14084,6414,Deposit,500,2026-07-30
14085,5113,Withdrawal,45500,2026-07-30
14086,5933,Withdrawal,50500,2026-07-30
14087,6117,Transfer,24000,2026-07-30
14088,5027,Withdrawal,75500,2026-07-30
14089,6449,Deposit,11000,2026-07-30
14090,6177,Transfer,28500,2026-07-30
14091,6487,Deposit,54000,2026-07-30
14092,5620,Transfer,56000,2026-07-30
14093,5092,Transfer,73000,2026-07-30
14094,6119,Withdrawal,97500,2026-07-30
14095,5350,Withdrawal,72000,2026-07-30
14096,6259,Withdrawal,19000,2026-07-30
14097,6465,Transfer,71000,2026-07-30
14098,6113,Transfer,94500,2026-07-30
14099,5076,Withdrawal,13000,2026-07-30
14100,6021,Withdrawal,86000,2026-07-30
14101,6092,Withdrawal,31500,2026-07-30
14102,5848,Withdrawal,67000,2026-07-30
14103,5372,Deposit,48000,2026-07-30
14104,5159,Deposit,6500,2026-07-30
14105,5159,Transfer,21500,2026-07-30
14106,5360,Deposit,92000,2026-07-30
14107,6179,Deposit,19500,2026-07-30
14108,5006,Withdrawal,91000,2026-07-30
14109,6092,Deposit,28000,2026-07-30
14110,5445,Withdrawal,95000,2026-07-30
14111,5517,Deposit,56000,2026-07-30
14112,5015,Transfer,20500,2026-07-30
14113,5862,Transfer,24000,2026-07-30
14114,5472,Withdrawal,6000,2026-07-30
14115,5046,Withdrawal,90000,2026-07-30
14116,5468,Withdrawal,7500,2026-07-30
14117,5867,Withdrawal,16000,2026-07-30
14118,6424,Deposit,93000,2026-07-30
14119,5643,Deposit,43000,2026-07-30
14120,6020,Withdrawal,3000,2026-07-30
14121,6280,Withdrawal,94000,2026-07-30
14122,6214,Withdrawal,84000,2026-07-30
14123,5550,Deposit,20000,2026-07-30
14124,6406,Withdrawal,73000,2026-07-30
14125,5296,Transfer,32500,2026-07-30
14126,5998,Transfer,94500,2026-07-30
14127,5962,Withdrawal,10500,2026-07-30
14128,6207,Transfer,88500,2026-07-30
14129,5580,Deposit,56000,2026-07-30
14130,6240,Transfer,7500,2026-07-30
14131,6131,Deposit,89000,2026-07-30
14132,6308,Withdrawal,57500,2026-07-30
14133,5236,Deposit,78500,2026-07-30
14134,6213,Withdrawal,76500,2026-07-30
14135,6131,Withdrawal,1500,2026-07-30
14136,5614,Deposit,7000,2026-07-30
14137,6319,Withdrawal,57000,2026-07-30
14138,5802,Withdrawal,32000,2026-07-30
14139,5979,Deposit,70000,2026-07-30
14140,6282,Deposit,32500,2026-07-30
14141,5175,Withdrawal,82000,2026-07-30
14142,5739,Transfer,6000,2026-07-30
14143,6380,Deposit,65500,2026-07-30
14144,5939,Withdrawal,76000,2026-07-30
14145,5873,Withdrawal,96000,2026-07-30
14146,5684,Transfer,42000,2026-07-30
14147,5475,Deposit,52500,2026-07-30
14148,5049,Withdrawal,73000,2026-07-30
14149,5744,Withdrawal,80000,2026-07-30
14150,6473,Transfer,21500,2026-07-30
14151,5723,Transfer,20500,2026-07-30
14152,5012,Transfer,98500,2026-07-30
14153,6054,Deposit,99000,2026-07-30
14154,6040,Withdrawal,37000,2026-07-30
14155,5328,Transfer,5000,2026-07-30
14156,6017,Transfer,49500,2026-07-30
14157,5394,Withdrawal,25500,2026-07-30
14158,6250,Withdrawal,27500,2026-07-30
14159,6379,Transfer,21500,2026-07-30
14160,6401,Transfer,62500,2026-07-30
14161,5743,Deposit,12500,2026-07-30
14162,6138,Transfer,34000,2026-07-30
14163,5169,Transfer,25500,2026-07-30
14164,5702,Transfer,34000,2026-07-30
14165,5647,Transfer,9000,2026-07-30
14166,6276,Deposit,64500,2026-07-30
14167,5079,Withdrawal,100000,2026-07-30
14168,5595,Deposit,14000,2026-07-30
14169,5970,Deposit,73500,2026-07-30
14170,6124,Deposit,8000,2026-07-30
14171,5643,Withdrawal,10000,2026-07-30
14172,6192,Deposit,21500,2026-07-30
14173,5620,Withdrawal,64500,2026-07-30
14174,6267,Transfer,2000,2026-07-30
14175,5713,Deposit,36000,2026-07-30
14176,5409,Transfer,82000,2026-07-30
14177,6022,Withdrawal,62500,2026-07-30
14178,6388,Transfer,72500,2026-07-30
14179,5248,Withdrawal,87000,2026-07-30
14180,5024,Transfer,36500,2026-07-30
14181,6119,Withdrawal,75000,2026-07-30
14182,5788,Transfer,98500,2026-07-30
14183,5167,Deposit,67000,2026-07-30
14184,5852,Withdrawal,12000,2026-07-30
14185,6405,Transfer,62500,2026-07-30
14186,5057,Withdrawal,79500,2026-07-30
14187,5555,Transfer,8500,2026-07-30
14188,6166,Withdrawal,24500,2026-07-30
14189,5297,Transfer,61000,2026-07-30
14190,6054,Transfer,76500,2026-07-30
14191,6485,Withdrawal,28500,2026-07-30
14192,5874,Deposit,98500,2026-07-30
14193,5120,Deposit,82000,2026-07-30
14194,5462,Withdrawal,20500,2026-07-30
14195,5487,Transfer,65000,2026-07-30
14196,5409,Withdrawal,5000,2026-07-30
14197,5926,Deposit,500,2026-07-30
14198,5388,Withdrawal,74000,2026-07-30
14199,6319,Transfer,88500,2026-07-30
14200,5659,Withdrawal,28000,2026-07-30
14201,6254,Transfer,29000,2026-07-30
14202,5598,Transfer,99000,2026-07-30
14203,6396,Withdrawal,5500,2026-07-30
14204,5426,Deposit,4500,2026-07-30
14205,6278,Deposit,25500,2026-07-30
14206,5899,Deposit,54000,2026-07-30
14207,6289,Withdrawal,60000,2026-07-30
14208,5672,Deposit,66000,2026-07-30
14209,6390,Transfer,48500,2026-07-30
14210,5056,Withdrawal,92000,2026-07-30
14211,5520,Withdrawal,51500,2026-07-30
14212,6010,Deposit,21500,2026-07-30
14213,5848,Transfer,2000,2026-07-30
14214,6413,Withdrawal,72500,2026-07-30
14215,6380,Transfer,57000,2026-07-30
14216,5929,Transfer,45000,2026-07-30
14217,5937,Deposit,8000,2026-07-30
14218,5984,Withdrawal,81500,2026-07-30
14219,6089,Transfer,61000,2026-07-30
14220,5178,Withdrawal,82500,2026-07-30
14221,5276,Transfer,50000,2026-07-30
14222,6373,Withdrawal,27000,2026-07-30
14223,5756,Withdrawal,10000,2026-07-30
14224,6201,Deposit,72500,2026-07-30
14225,6495,Withdrawal,84500,2026-07-30
14226,5770,Withdrawal,59500,2026-07-30
14227,5233,Transfer,86000,2026-07-30
14228,6068,Withdrawal,75000,2026-07-30
14229,5455,Transfer,6000,2026-07-30
14230,5205,Withdrawal,96000,2026-07-30
14231,6379,Deposit,92500,2026-07-30
14232,5542,Deposit,47000,2026-07-30
14233,5739,Deposit,27000,2026-07-30
14234,5836,Deposit,60500,2026-07-30
14235,5769,Transfer,74500,2026-07-30
14236,6058,Transfer,37000,2026-07-30
14237,5775,Transfer,73500,2026-07-30
14238,6141,Deposit,64000,2026-07-30
14239,5074,Withdrawal,19000,2026-07-30
14240,5830,Transfer,96000,2026-07-30
14241,6011,Deposit,37000,2026-07-30
14242,5775,Transfer,85000,2026-07-30
14243,5665,Deposit,14000,2026-07-30
14244,6001,Transfer,2000,2026-07-30
14245,5511,Transfer,46500,2026-07-30
14246,6320,Deposit,94500,2026-07-30
14247,5616,Transfer,47500,2026-07-30
14248,5269,Deposit,86500,2026-07-30
14249,5037,Withdrawal,89500,2026-07-30
14250,5409,Withdrawal,70500,2026-07-30
14251,5257,Withdrawal,5500,2026-07-30
14252,6454,Transfer,39000,2026-07-30
14253,6238,Deposit,95500,2026-07-30
14254,5304,Withdrawal,89000,2026-07-30
14255,5376,Deposit,81000,2026-07-30
14256,5361,Transfer,41500,2026-07-30
14257,5342,Transfer,27000,2026-07-30
14258,6294,Deposit,22000,2026-07-30
14259,5319,Transfer,24000,2026-07-30
14260,5325,Withdrawal,56000,2026-07-30
14261,5069,Deposit,54000,2026-07-30
14262,5623,Withdrawal,16500,2026-07-30
14263,5808,Withdrawal,30000,2026-07-30
14264,6461,Deposit,87500,2026-07-30
14265,6261,Deposit,15500,2026-07-30
14266,5972,Withdrawal,500,2026-07-30
14267,5655,Withdrawal,83000,2026-07-30
14268,6434,Transfer,20000,2026-07-30
14269,5762,Withdrawal,76500,2026-07-30
14270,6213,Deposit,23500,2026-07-30
14271,5909,Withdrawal,87500,2026-07-30
14272,6466,Withdrawal,37000,2026-07-30
14273,5525,Transfer,28000,2026-07-30
14274,5518,Deposit,43000,2026-07-30
14275,5824,Deposit,93500,2026-07-30
14276,5256,Transfer,95500,2026-07-30
14277,5417,Deposit,37500,2026-07-30
14278,5499,Transfer,69500,2026-07-30
14279,6400,Withdrawal,30500,2026-07-30
14280,6064,Deposit,71500,2026-07-30
14281,5873,Withdrawal,23000,2026-07-30
14282,5542,Transfer,61500,2026-07-30
14283,6099,Transfer,40000,2026-07-30
14284,5120,Deposit,12500,2026-07-30
14285,5165,Deposit,91000,2026-07-30
14286,5052,Withdrawal,80500,2026-07-30
14287,5981,Transfer,36000,2026-07-30
14288,5061,Withdrawal,32500,2026-07-30
14289,5926,Transfer,43500,2026-07-30
14290,5846,Deposit,29000,2026-07-30
14291,5132,Deposit,12000,2026-07-30
14292,6259,Transfer,29500,2026-07-30
14293,5243,Withdrawal,86500,2026-07-30
14294,5630,Withdrawal,45000,2026-07-30
14295,5278,Withdrawal,28500,2026-07-30
14296,5368,Transfer,7500,2026-07-30
14297,5292,Transfer,88000,2026-07-30
14298,5652,Deposit,13000,2026-07-30
14299,5879,Transfer,83000,2026-07-30
14300,6116,Withdrawal,5500,2026-07-30
14301,6227,Transfer,65000,2026-07-30
14302,6419,Deposit,69500,2026-07-30
14303,5142,Transfer,3000,2026-07-30
14304,5211,Withdrawal,62000,2026-07-30
14305,5270,Deposit,63500,2026-07-30
14306,6017,Deposit,62000,2026-07-30
14307,5006,Transfer,68500,2026-07-30
14308,6328,Deposit,9000,2026-07-30
14309,5802,Deposit,66000,2026-07-30
14310,5388,Deposit,57500,2026-07-30
14311,6198,Withdrawal,63000,2026-07-30
14312,6446,Deposit,98000,2026-07-30
14313,5174,Transfer,83500,2026-07-30
14314,5026,Deposit,42500,2026-07-30
14315,6000,Withdrawal,54500,2026-07-30
14316,6396,Deposit,83500,2026-07-30
14317,5117,Withdrawal,81000,2026-07-30
14318,5508,Withdrawal,41000,2026-07-30
14319,5562,Transfer,82000,2026-07-30
14320,6063,Withdrawal,89000,2026-07-30
14321,5128,Transfer,74000,2026-07-30
14322,6429,Withdrawal,2500,2026-07-30
14323,5057,Transfer,15500,2026-07-30
14324,5947,Deposit,88500,2026-07-30
14325,5198,Deposit,35000,2026-07-30
14326,5804,Withdrawal,100000,2026-07-30
14327,5840,Transfer,12000,2026-07-30
14328,6306,Withdrawal,53500,2026-07-30
14329,5625,Transfer,84500,2026-07-30
14330,5504,Transfer,77000,2026-07-30
14331,5053,Withdrawal,48500,2026-07-30
14332,5557,Transfer,75500,2026-07-30
14333,5018,Transfer,88500,2026-07-30
14334,5724,Withdrawal,11000,2026-07-30
14335,5534,Withdrawal,53500,2026-07-30
14336,5739,Withdrawal,50500,2026-07-30
14337,5752,Deposit,77000,2026-07-30
14338,5598,Withdrawal,17500,2026-07-30
14339,6138,Deposit,78000,2026-07-30
14340,5550,Deposit,55000,2026-07-30
14341,5854,Deposit,48500,2026-07-30
14342,5402,Withdrawal,67500,2026-07-30
14343,5066,Deposit,95000,2026-07-30
14344,5849,Deposit,57500,2026-07-30
14345,6006,Deposit,10500,2026-07-30
14346,5526,Withdrawal,88000,2026-07-30
14347,6099,Deposit,48500,2026-07-30
14348,6065,Deposit,43000,2026-07-30
14349,5805,Transfer,35000,2026-07-30
14350,5019,Withdrawal,84000,2026-07-30
14351,5358,Withdrawal,30500,2026-07-30
14352,5370,Deposit,5500,2026-07-30
14353,5766,Withdrawal,5500,2026-07-30
14354,5605,Deposit,91000,2026-07-30
14355,5900,Withdrawal,97000,2026-07-30
14356,6425,Deposit,53500,2026-07-30
14357,6298,Withdrawal,29500,2026-07-30
14358,5170,Deposit,63500,2026-07-30
14359,5647,Transfer,57000,2026-07-30
14360,5340,Withdrawal,45000,2026-07-30
14361,5746,Withdrawal,42500,2026-07-30
14362,5109,Deposit,13000,2026-07-30
14363,5067,Withdrawal,10500,2026-07-30
14364,6185,Deposit,97000,2026-07-30
14365,5031,Withdrawal,46500,2026-07-30
14366,5271,Transfer,58500,2026-07-30
14367,5472,Deposit,91500,2026-07-30
14368,6155,Deposit,44500,2026-07-30
14369,6487,Deposit,83000,2026-07-30
14370,6424,Deposit,22500,2026-07-30
14371,6283,Deposit,68000,2026-07-30
14372,5847,Deposit,33000,2026-07-30
14373,6316,Withdrawal,93000,2026-07-30
14374,6211,Deposit,44000,2026-07-30
14375,5595,Deposit,46500,2026-07-30
14376,5471,Withdrawal,8000,2026-07-30
14377,5841,Withdrawal,64500,2026-07-30
14378,5163,Withdrawal,38500,2026-07-30
14379,5124,Deposit,48000,2026-07-30
14380,5064,Withdrawal,37000,2026-07-30
14381,6073,Transfer,56500,2026-07-30
14382,6169,Transfer,87500,2026-07-30
14383,5180,Deposit,85500,2026-07-30
14384,5794,Withdrawal,11500,2026-07-30
14385,5631,Deposit,56000,2026-07-30
14386,6173,Deposit,100000,2026-07-30
14387,5007,Transfer,92000,2026-07-30
14388,5354,Withdrawal,61500,2026-07-30
14389,5430,Deposit,9500,2026-07-30
14390,6086,Deposit,92500,2026-07-30
14391,5254,Transfer,95000,2026-07-30
14392,5131,Transfer,30000,2026-07-30
14393,5421,Deposit,21500,2026-07-30
14394,5004,Deposit,71000,2026-07-30
14395,6432,Transfer,34000,2026-07-30
